;ICC;F;df1;df2;pval;CI95%;Description;Stage;Group;Bands;Components
1227;0.899818;9.981883;17;51;0.0;[0.79 0.96];Average fixed raters;Normalized data;CTR;alpha-2;OZ
1228;0.965622;29.088027;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;beta1;OZ
1229;0.922844;12.960672;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;beta2;OZ
1230;0.958526;24.111343;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;beta3;OZ
1231;0.94754;19.062064;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;gamma;OZ
1232;0.915806;11.877304;17;51;0.0;[0.83 0.96];Average fixed raters;Normalized data;CTR;delta;P1
1233;0.965194;28.730457;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;theta;P1
1234;0.891275;9.197497;17;51;0.0;[0.78 0.95];Average fixed raters;Normalized data;CTR;alpha-1;P1
1235;0.954036;21.756093;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;alpha-2;P1
1236;0.957516;23.538121;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;beta1;P1
1237;0.960136;25.085017;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta2;P1
1238;0.973661;37.967189;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;beta3;P1
1239;0.927794;13.849198;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;gamma;P1
1240;0.870122;7.699525;17;51;0.0;[0.73 0.95];Average fixed raters;Normalized data;CTR;delta;P2
1241;0.965106;28.658002;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;theta;P2
1242;0.923803;13.123941;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;alpha-1;P2
1243;0.928704;14.025988;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;alpha-2;P2
1244;0.965812;29.249932;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;beta1;P2
1245;0.947552;19.066622;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;beta2;P2
1246;0.977895;45.238856;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;beta3;P2
1247;0.90421;10.439512;17;51;0.0;[0.8  0.96];Average fixed raters;Normalized data;CTR;gamma;P2
1248;0.889682;9.064673;17;51;0.0;[0.77 0.95];Average fixed raters;Normalized data;CTR;delta;P3
1249;0.970239;33.601207;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;theta;P3
1250;0.907178;10.773342;17;51;0.0;[0.81 0.96];Average fixed raters;Normalized data;CTR;alpha-1;P3
1251;0.951974;20.821886;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;alpha-2;P3
1252;0.972927;36.936535;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;beta1;P3
1253;0.94173;17.161461;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;beta2;P3
1254;0.96938;32.657948;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;beta3;P3
1255;0.925929;13.500512;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;gamma;P3
1256;0.907625;10.82543;17;51;0.0;[0.81 0.96];Average fixed raters;Normalized data;CTR;delta;P4
1257;0.980441;51.126668;17;51;0.0;[0.96 0.99];Average fixed raters;Normalized data;CTR;theta;P4
1258;0.937275;15.942634;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;alpha-1;P4
1259;0.93413;15.181345;17;51;0.0;[0.86 0.97];Average fixed raters;Normalized data;CTR;alpha-2;P4
1260;0.973549;37.805722;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;beta1;P4
1261;0.960387;25.243929;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta2;P4
1262;0.980282;50.715253;17;51;0.0;[0.96 0.99];Average fixed raters;Normalized data;CTR;beta3;P4
1263;0.891358;9.204555;17;51;0.0;[0.78 0.95];Average fixed raters;Normalized data;CTR;gamma;P4
1264;0.902512;10.257685;17;51;0.0;[0.8  0.96];Average fixed raters;Normalized data;CTR;delta;P5
1265;0.955459;22.451325;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;theta;P5
1266;0.931636;14.627475;17;51;0.0;[0.86 0.97];Average fixed raters;Normalized data;CTR;alpha-1;P5
1267;0.94267;17.442773;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;alpha-2;P5
1268;0.984185;63.230496;17;51;0.0;[0.97 0.99];Average fixed raters;Normalized data;CTR;beta1;P5
1269;0.951434;20.590596;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;beta2;P5
1270;0.965184;28.72277;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;beta3;P5
1271;0.920833;12.631577;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;gamma;P5
1272;0.91251;11.429848;17;51;0.0;[0.82 0.96];Average fixed raters;Normalized data;CTR;delta;P6
1273;0.982193;56.158445;17;51;0.0;[0.96 0.99];Average fixed raters;Normalized data;CTR;theta;P6
1274;0.939463;16.518845;17;51;0.0;[0.88 0.97];Average fixed raters;Normalized data;CTR;alpha-1;P6
1275;0.927019;13.702156;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;alpha-2;P6
1276;0.983875;62.014177;17;51;0.0;[0.97 0.99];Average fixed raters;Normalized data;CTR;beta1;P6
1277;0.959359;24.605813;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta2;P6
1278;0.981349;53.616103;17;51;0.0;[0.96 0.99];Average fixed raters;Normalized data;CTR;beta3;P6
1279;0.917875;12.176603;17;51;0.0;[0.83 0.97];Average fixed raters;Normalized data;CTR;gamma;P6
1280;0.930858;14.46296;17;51;0.0;[0.86 0.97];Average fixed raters;Normalized data;CTR;delta;P7
1281;0.968895;32.148802;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;theta;P7
1282;0.927159;13.728559;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;alpha-1;P7
1283;0.939358;16.490341;17;51;0.0;[0.88 0.97];Average fixed raters;Normalized data;CTR;alpha-2;P7
1284;0.982969;58.717137;17;51;0.0;[0.97 0.99];Average fixed raters;Normalized data;CTR;beta1;P7
1285;0.955242;22.342202;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;beta2;P7
1286;0.968346;31.591536;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;beta3;P7
1287;0.949557;19.824504;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;gamma;P7
1288;0.884278;8.641427;17;51;0.0;[0.76 0.95];Average fixed raters;Normalized data;CTR;delta;P8
1289;0.98586;70.720669;17;51;0.0;[0.97 0.99];Average fixed raters;Normalized data;CTR;theta;P8
1290;0.91936;12.400817;17;51;0.0;[0.83 0.97];Average fixed raters;Normalized data;CTR;alpha-1;P8
1291;0.930299;14.347065;17;51;0.0;[0.86 0.97];Average fixed raters;Normalized data;CTR;alpha-2;P8
1292;0.978484;46.477619;17;51;0.0;[0.96 0.99];Average fixed raters;Normalized data;CTR;beta1;P8
1293;0.965297;28.815701;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;beta2;P8
1294;0.972931;36.94236;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;beta3;P8
1295;0.913149;11.514033;17;51;0.0;[0.82 0.96];Average fixed raters;Normalized data;CTR;gamma;P8
1296;0.925298;13.386559;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;delta;PO3
1297;0.938999;16.393224;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;theta;PO3
1298;0.928716;14.02843;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;alpha-1;PO3
1299;0.962326;26.543816;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;alpha-2;PO3
1300;0.969927;33.25261;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;beta1;PO3
1301;0.962423;26.611913;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta2;PO3
1302;0.963364;27.295293;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta3;PO3
1303;0.934831;15.34467;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;gamma;PO3
1304;0.898852;9.886462;17;51;0.0;[0.79 0.96];Average fixed raters;Normalized data;CTR;delta;PO4
1305;0.968401;31.646863;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;theta;PO4
1306;0.938455;16.248266;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;alpha-1;PO4
1307;0.944134;17.899967;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;alpha-2;PO4
1308;0.965169;28.710114;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;beta1;PO4
1309;0.947167;18.927551;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;beta2;PO4
1310;0.978902;47.398221;17;51;0.0;[0.96 0.99];Average fixed raters;Normalized data;CTR;beta3;PO4
1311;0.947302;18.976222;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;gamma;PO4
1312;0.913642;11.579712;17;51;0.0;[0.82 0.96];Average fixed raters;Normalized data;CTR;delta;PO5
1313;0.924688;13.278104;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;theta;PO5
1314;0.938912;16.369718;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;alpha-1;PO5
1315;0.951513;20.623958;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;alpha-2;PO5
1316;0.980773;52.011276;17;51;0.0;[0.96 0.99];Average fixed raters;Normalized data;CTR;beta1;PO5
1317;0.960339;25.213576;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta2;PO5
1318;0.962009;26.322101;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta3;PO5
1319;0.923406;13.055891;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;gamma;PO5
1320;0.909914;11.100551;17;51;0.0;[0.82 0.96];Average fixed raters;Normalized data;CTR;delta;PO6
1321;0.97479;39.666511;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;theta;PO6
1322;0.9485;19.417568;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;alpha-1;PO6
1323;0.919941;12.490785;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;alpha-2;PO6
1324;0.973446;37.659271;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;beta1;PO6
1325;0.948977;19.598858;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;beta2;PO6
1326;0.980726;51.882692;17;51;0.0;[0.96 0.99];Average fixed raters;Normalized data;CTR;beta3;PO6
1327;0.941755;17.16881;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;gamma;PO6
1328;0.880739;8.385002;17;51;0.0;[0.76 0.95];Average fixed raters;Normalized data;CTR;delta;PO7
1329;0.947816;19.162963;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;theta;PO7
1330;0.93653;15.755452;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;alpha-1;PO7
1331;0.937225;15.929984;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;alpha-2;PO7
1332;0.981315;53.519493;17;51;0.0;[0.96 0.99];Average fixed raters;Normalized data;CTR;beta1;PO7
1333;0.950107;20.042818;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;beta2;PO7
1334;0.948604;19.456852;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;beta3;PO7
1335;0.911068;11.244556;17;51;0.0;[0.82 0.96];Average fixed raters;Normalized data;CTR;gamma;PO7
1336;0.879091;8.270707;17;51;0.0;[0.75 0.95];Average fixed raters;Normalized data;CTR;delta;PO8
1337;0.969295;32.567752;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;theta;PO8
1338;0.947329;18.98575;17;51;0.0;[0.89 0.98];Average fixed raters;Normalized data;CTR;alpha-1;PO8
1339;0.903701;10.384284;17;51;0.0;[0.8  0.96];Average fixed raters;Normalized data;CTR;alpha-2;PO8
1340;0.974739;39.586404;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;beta1;PO8
1341;0.949442;19.779221;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;beta2;PO8
1342;0.959462;24.668407;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta3;PO8
1343;0.920344;12.553907;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;gamma;PO8
1344;0.912008;11.364634;17;51;0.0;[0.82 0.96];Average fixed raters;Normalized data;CTR;delta;POZ
1345;0.956072;22.764549;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;theta;POZ
1346;0.929239;14.132103;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;alpha-1;POZ
1347;0.955849;22.649577;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;alpha-2;POZ
1348;0.958703;24.214979;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta1;POZ
1349;0.953429;21.472504;17;51;0.0;[0.9  0.98];Average fixed raters;Normalized data;CTR;beta2;POZ
1350;0.973995;38.454708;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;beta3;POZ
1351;0.955689;22.568001;17;51;0.0;[0.91 0.98];Average fixed raters;Normalized data;CTR;gamma;POZ
1352;0.904345;10.454236;17;51;0.0;[0.8  0.96];Average fixed raters;Normalized data;CTR;delta;PZ
1353;0.959995;24.996579;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;theta;PZ
1354;0.873734;7.919808;17;51;0.0;[0.74 0.95];Average fixed raters;Normalized data;CTR;alpha-1;PZ
1355;0.932937;14.911361;17;51;0.0;[0.86 0.97];Average fixed raters;Normalized data;CTR;alpha-2;PZ
1356;0.958954;24.362993;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta1;PZ
1357;0.93994;16.649909;17;51;0.0;[0.88 0.97];Average fixed raters;Normalized data;CTR;beta2;PZ
1358;0.966013;29.423316;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;beta3;PZ
1359;0.873706;7.918011;17;51;0.0;[0.74 0.95];Average fixed raters;Normalized data;CTR;gamma;PZ
1360;0.843014;6.369998;17;51;0.0;[0.68 0.93];Average fixed raters;Normalized data;CTR;delta;T7
1361;0.970471;33.864791;17;51;0.0;[0.94 0.99];Average fixed raters;Normalized data;CTR;theta;T7
1362;0.932759;14.871975;17;51;0.0;[0.86 0.97];Average fixed raters;Normalized data;CTR;alpha-1;T7
1363;0.8632;7.309961;17;51;0.0;[0.72 0.94];Average fixed raters;Normalized data;CTR;alpha-2;T7
1364;0.92108;12.671027;17;51;0.0;[0.84 0.97];Average fixed raters;Normalized data;CTR;beta1;T7
1365;0.896315;9.644577;17;51;0.0;[0.79 0.96];Average fixed raters;Normalized data;CTR;beta2;T7
1366;0.935468;15.496168;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;beta3;T7
1367;0.875651;8.041909;17;51;0.0;[0.75 0.95];Average fixed raters;Normalized data;CTR;gamma;T7
1368;0.907386;10.797494;17;51;0.0;[0.81 0.96];Average fixed raters;Normalized data;CTR;delta;T8
1369;0.966505;29.855045;17;51;0.0;[0.93 0.99];Average fixed raters;Normalized data;CTR;theta;T8
1370;0.9403;16.750334;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;alpha-1;T8
1371;0.909999;11.110934;17;51;0.0;[0.82 0.96];Average fixed raters;Normalized data;CTR;alpha-2;T8
1372;0.908201;10.893419;17;51;0.0;[0.81 0.96];Average fixed raters;Normalized data;CTR;beta1;T8
1373;0.92573;13.464416;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;beta2;T8
1374;0.942737;17.463349;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;beta3;T8
1375;0.917953;12.188162;17;51;0.0;[0.83 0.97];Average fixed raters;Normalized data;CTR;gamma;T8
1376;0.879029;8.266478;17;51;0.0;[0.75 0.95];Average fixed raters;Normalized data;CTR;delta;TP7
1377;0.973342;37.51195;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;theta;TP7
1378;0.903854;10.400869;17;51;0.0;[0.8  0.96];Average fixed raters;Normalized data;CTR;alpha-1;TP7
1379;0.892035;9.262252;17;51;0.0;[0.78 0.96];Average fixed raters;Normalized data;CTR;alpha-2;TP7
1380;0.915027;11.768475;17;51;0.0;[0.83 0.96];Average fixed raters;Normalized data;CTR;beta1;TP7
1381;0.926858;13.671953;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;beta2;TP7
1382;0.938013;16.132412;17;51;0.0;[0.87 0.97];Average fixed raters;Normalized data;CTR;beta3;TP7
1383;0.903475;10.360058;17;51;0.0;[0.8  0.96];Average fixed raters;Normalized data;CTR;gamma;TP7
1384;0.893945;9.429052;17;51;0.0;[0.78 0.96];Average fixed raters;Normalized data;CTR;delta;TP8
1385;0.975054;40.086648;17;51;0.0;[0.95 0.99];Average fixed raters;Normalized data;CTR;theta;TP8
1386;0.89528;9.549299;17;51;0.0;[0.79 0.96];Average fixed raters;Normalized data;CTR;alpha-1;TP8
1387;0.924801;13.297984;17;51;0.0;[0.85 0.97];Average fixed raters;Normalized data;CTR;alpha-2;TP8
1388;0.959602;24.753986;17;51;0.0;[0.92 0.98];Average fixed raters;Normalized data;CTR;beta1;TP8
1389;0.931968;14.69894;17;51;0.0;[0.86 0.97];Average fixed raters;Normalized data;CTR;beta2;TP8
1390;0.943555;17.716377;17;51;0.0;[0.88 0.98];Average fixed raters;Normalized data;CTR;beta3;TP8
1391;0.901324;10.134157;17;51;0.0;[0.8  0.96];Average fixed raters;Normalized data;CTR;gamma;TP8
1392;0.837925;6.169967;24;72;0.0;[0.7  0.92];Average fixed raters;Normalized data;G2;delta;AF3
1393;0.932295;14.770018;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;theta;AF3
1394;0.919584;12.435402;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;alpha-1;AF3
1395;0.886948;8.845471;24;72;0.0;[0.79 0.95];Average fixed raters;Normalized data;G2;alpha-2;AF3
1396;0.921689;12.769627;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;beta1;AF3
1397;0.95387;21.677796;24;72;0.0;[0.92 0.98];Average fixed raters;Normalized data;G2;beta2;AF3
1398;0.952826;21.197944;24;72;0.0;[0.91 0.98];Average fixed raters;Normalized data;G2;beta3;AF3
1399;0.889134;9.019926;24;72;0.0;[0.8  0.95];Average fixed raters;Normalized data;G2;gamma;AF3
1400;0.782231;4.592016;24;72;0.0;[0.6  0.89];Average fixed raters;Normalized data;G2;delta;AF4
1401;0.936493;15.746222;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;theta;AF4
1402;0.923304;13.038551;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;alpha-1;AF4
1403;0.889267;9.030741;24;72;0.0;[0.8  0.95];Average fixed raters;Normalized data;G2;alpha-2;AF4
1404;0.886947;8.845378;24;72;0.0;[0.79 0.95];Average fixed raters;Normalized data;G2;beta1;AF4
1405;0.929362;14.156744;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;beta2;AF4
1406;0.930369;14.361444;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;beta3;AF4
1407;0.86897;7.63183;24;72;0.0;[0.76 0.94];Average fixed raters;Normalized data;G2;gamma;AF4
1408;0.835536;6.080371;24;72;0.0;[0.7  0.92];Average fixed raters;Normalized data;G2;delta;C1
1409;0.96647;29.823751;24;72;0.0;[0.94 0.98];Average fixed raters;Normalized data;G2;theta;C1
1410;0.915924;11.894011;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;alpha-1;C1
1411;0.900971;10.09805;24;72;0.0;[0.82 0.95];Average fixed raters;Normalized data;G2;alpha-2;C1
1412;0.912706;11.455509;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;beta1;C1
1413;0.951684;20.697279;24;72;0.0;[0.91 0.98];Average fixed raters;Normalized data;G2;beta2;C1
1414;0.911372;11.283115;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;beta3;C1
1415;0.910971;11.232311;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;gamma;C1
1416;0.8102;5.268709;24;72;0.0;[0.65 0.91];Average fixed raters;Normalized data;G2;delta;C2
1417;0.953737;21.615491;24;72;0.0;[0.91 0.98];Average fixed raters;Normalized data;G2;theta;C2
1418;0.908293;10.904276;24;72;0.0;[0.83 0.96];Average fixed raters;Normalized data;G2;alpha-1;C2
1419;0.907702;10.834426;24;72;0.0;[0.83 0.96];Average fixed raters;Normalized data;G2;alpha-2;C2
1420;0.891008;9.174974;24;72;0.0;[0.8  0.95];Average fixed raters;Normalized data;G2;beta1;C2
1421;0.953729;21.611879;24;72;0.0;[0.91 0.98];Average fixed raters;Normalized data;G2;beta2;C2
1422;0.922826;12.957807;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;beta3;C2
1423;0.906006;10.638937;24;72;0.0;[0.83 0.95];Average fixed raters;Normalized data;G2;gamma;C2
1424;0.831747;5.943445;24;72;0.0;[0.69 0.92];Average fixed raters;Normalized data;G2;delta;C3
1425;0.961929;26.266994;24;72;0.0;[0.93 0.98];Average fixed raters;Normalized data;G2;theta;C3
1426;0.920397;12.562411;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;alpha-1;C3
1427;0.921831;12.792823;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;alpha-2;C3
1428;0.868438;7.600956;24;72;0.0;[0.76 0.94];Average fixed raters;Normalized data;G2;beta1;C3
1429;0.95157;20.648477;24;72;0.0;[0.91 0.98];Average fixed raters;Normalized data;G2;beta2;C3
1430;0.923941;13.14776;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;beta3;C3
1431;0.683821;3.162761;24;72;8.6e-05;[0.42 0.85];Average fixed raters;Normalized data;G2;gamma;C3
1432;0.751319;4.021208;24;72;2e-06;[0.54 0.88];Average fixed raters;Normalized data;G2;delta;C4
1433;0.949959;19.983614;24;72;0.0;[0.91 0.98];Average fixed raters;Normalized data;G2;theta;C4
1434;0.917299;12.0918;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;alpha-1;C4
1435;0.910511;11.174611;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;alpha-2;C4
1436;0.883308;8.569575;24;72;0.0;[0.79 0.94];Average fixed raters;Normalized data;G2;beta1;C4
1437;0.934111;15.176999;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;beta2;C4
1438;0.929288;14.141827;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;beta3;C4
1439;0.59678;2.480035;24;72;0.001637;[0.26 0.8 ];Average fixed raters;Normalized data;G2;gamma;C4
1440;0.724692;3.632297;24;72;1.2e-05;[0.49 0.87];Average fixed raters;Normalized data;G2;delta;C5
1441;0.923845;13.131042;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;theta;C5
1442;0.894055;9.438851;24;72;0.0;[0.8  0.95];Average fixed raters;Normalized data;G2;alpha-1;C5
1443;0.911;11.235984;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;alpha-2;C5
1444;0.824774;5.706927;24;72;0.0;[0.68 0.91];Average fixed raters;Normalized data;G2;beta1;C5
1445;0.907845;10.85126;24;72;0.0;[0.83 0.96];Average fixed raters;Normalized data;G2;beta2;C5
1446;0.896135;9.627918;24;72;0.0;[0.81 0.95];Average fixed raters;Normalized data;G2;beta3;C5
1447;0.680051;3.125495;24;72;0.000101;[0.41 0.84];Average fixed raters;Normalized data;G2;gamma;C5
1448;0.733969;3.758966;24;72;7e-06;[0.51 0.87];Average fixed raters;Normalized data;G2;delta;C6
1449;0.947701;19.120843;24;72;0.0;[0.9  0.97];Average fixed raters;Normalized data;G2;theta;C6
1450;0.919547;12.429635;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;alpha-1;C6
1451;0.906456;10.690152;24;72;0.0;[0.83 0.95];Average fixed raters;Normalized data;G2;alpha-2;C6
1452;0.866667;7.499995;24;72;0.0;[0.75 0.94];Average fixed raters;Normalized data;G2;beta1;C6
1453;0.926205;13.551127;24;72;0.0;[0.86 0.96];Average fixed raters;Normalized data;G2;beta2;C6
1454;0.894483;9.477118;24;72;0.0;[0.81 0.95];Average fixed raters;Normalized data;G2;beta3;C6
1455;0.638125;2.763388;24;72;0.00048;[0.33 0.82];Average fixed raters;Normalized data;G2;gamma;C6
1456;0.867874;7.568508;24;72;0.0;[0.76 0.94];Average fixed raters;Normalized data;G2;delta;CP1
1457;0.943507;17.701373;24;72;0.0;[0.9  0.97];Average fixed raters;Normalized data;G2;theta;CP1
1458;0.900771;10.077739;24;72;0.0;[0.82 0.95];Average fixed raters;Normalized data;G2;alpha-1;CP1
1459;0.905797;10.615344;24;72;0.0;[0.83 0.95];Average fixed raters;Normalized data;G2;alpha-2;CP1
1460;0.862648;7.280548;24;72;0.0;[0.75 0.93];Average fixed raters;Normalized data;G2;beta1;CP1
1461;0.939357;16.489985;24;72;0.0;[0.89 0.97];Average fixed raters;Normalized data;G2;beta2;CP1
1462;0.918493;12.268932;24;72;0.0;[0.85 0.96];Average fixed raters;Normalized data;G2;beta3;CP1
1463;0.906035;10.642295;24;72;0.0;[0.83 0.95];Average fixed raters;Normalized data;G2;gamma;CP1
1464;0.830523;5.90052;24;72;0.0;[0.69 0.92];Average fixed raters;Normalized data;G2;delta;CP2
1465;0.930631;14.415656;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;theta;CP2
1466;0.914731;11.72759;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;alpha-1;CP2
1467;0.913818;11.60329;24;72;0.0;[0.84 0.96];Average fixed raters;Normalized data;G2;alpha-2;CP2
1468;0.899887;9.988688;24;72;0.0;[0.82 0.95];Average fixed raters;Normalized data;G2;beta1;CP2
1469;0.954914;22.179837;24;72;0.0;[0.92 0.98];Average fixed raters;Normalized data;G2;beta2;CP2
1470;0.932566;14.829284;24;72;0.0;[0.88 0.97];Average fixed raters;Normalized data;G2;beta3;CP2
1471;0.900134;10.013385;24;72;0.0;[0.82 0.95];Average fixed raters;Normalized data;G2;gamma;CP2
1472;0.860426;7.164645;24;72;0.0;[0.74 0.93];Average fixed raters;Normalized data;G2;delta;CP3
1473;0.9445;18.018118;24;72;0.0;[0.9  0.97];Average fixed raters;Normalized data;G2;theta;CP3
1474;0.926713;13.644995;24;72;0.0;[0.87 0.96];Average fixed raters;Normalized data;G2;alpha-1;CP3
1475;0.929511;14.186574;24;72;0.0;[0.87 0.97];Average fixed raters;Normalized data;G2;alpha-2;CP3
1476;0.842914;6.365939;24;72;0.0;[0.71 0.92];Average fixed raters;Normalized data;G2;beta1;CP3
1477;0.93923;16.455556;24;72;0.0;[0.89 0.97];Average fixed raters;Normalized data;G2;beta2;CP3
